Record ID,Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,Effect: Impact to flight,FlightDate,Effect: Indicated Damage,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Wildlife: Size,Conditions: Sky,Wildlife: Species,Pilot warned of birds or wildlife?,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
306367,Airplane,LAMBERT-ST LOUIS INTL,< 1000 ft,A-319,1,1,Aborted Take-off,2010-09-27,Caused damage,2,US AIRWAYS,Missouri,Take-off run,,True,True,ID BY SMITHSONIAN. USDA COLLECTED REMAINS FROM ENG AND RWY. SPOKE WITH CAPT. VISUAL INSPN BY USDA SHOWS AT LEAST 1 FAN BLADE BENT.,Small,No Cloud,Mourning dove,Y,0,0.0,0,No
306366,Airplane,GRAND FORKS INTL,< 1000 ft,PA-28,1,1,Precautionary Landing,2010-09-30,Caused damage,1,GOVERNMENT,North Dakota,Climb,,False,False,SUSPECTED GULL. NO INJURIES. CRACKED ENG COWLING AND DAMAGED PROPELLER.,Small,No Cloud,Unknown bird - small,Y,0,300.0,0,No
308033,Airplane,ORLANDO SANFORD INTL AIRPORT,< 1000 ft,CIRRUS SR 20/22,1,1,Aborted Take-off,2010-10-01,No damage,1,BUSINESS,Florida,Take-off run,,False,False,"PILOT ADVISED TOWER CONTROLLER THERE WERE NUMEROUS BIRDS ON APRCH END OF RWY 27. ATIS WARNING. PILOT STATED DURING T/O ROLL AS THE STUDENT WAS APPLYING FULL POWER, BIRD WAS STRUCK. PILOT ABORTED T/O AND TAXIED BACK TO RAMP. PILOT STATED BIRD STRUCK PROP.",Small,No Cloud,Unknown bird - small,Y,0,0.0,0,No
307369,Airplane,PAUL C MILLER-SPARTA ARPT,< 1000 ft,C-182 SKYLAN,1,1,Other,2010-10-01,Caused damage,1,BUSINESS,Michigan,Climb,,False,False,"ON T/O ROLL JUST AFTER LEAVING THE SURFACE, 2 WHITE-TAILED DEER CROSSED ON FRONT OF A/C. 1 PULLED UP TO AVOID THEM AND HIT A THIRD THAT I NEVER SAW. RWY LIGHTS WERE ON. I HAD JUST BACK-TAXIED THE LENGTH OF THE RWY 2 MINUTES PRIOR. FLT CONTD TO GRR WHERE R",Large,Some Cloud,White-tailed deer,N,15401,7.0,0,No
308178,Airplane,REDDING MUNICIPAL,< 1000 ft,BE-76  DUCHESS,1,1,Precautionary Landing,2010-10-06,Caused damage,2,BUSINESS,California,Approach,,False,False,SMALL BLACK BIRD LODGED IN LT WING TIP.,Small,Some Cloud,Blackbirds,N,0,300.0,0,No
308055,Airplane,ST. LUCIE COUNTY INTL ARPT,< 1000 ft,C-172,1,1,Precautionary Landing,2010-10-08,Caused damage,1,BUSINESS,Florida,Approach,,False,False,SMALL DENT WING. DOWNWIND OF RWY 10L.,Small,Some Cloud,Unknown bird - small,N,0,800.0,0,No
308212,Airplane,ATLANTIC CITY INTL,< 1000 ft,B-737-200,1,1,Precautionary Landing,2010-10-09,No damage,2,SKY KING,New Jersey,Take-off run,,True,True,"ID BY SMITHSONIAN. PILOT STATED BIRD HIT SOMEWHERE BTWN INTXN WITH TWY A TO JUST AFTER INTXN WITH RWY 4/22. PILOT HAD THOUGHT HE HAD BLOWN TIRE BECAUSE A/C PULLED, FOUND REMAINS IN #2 ENG. NO DMG TO ENG.",Small,No Cloud,American kestrel,N,0,0.0,0,Yes
308240,Airplane,WESTCHESTER COUNTY ARPT,< 1000 ft,CL-601/604,1,1,Aborted Take-off,2010-10-11,No damage,2,BUSINESS,New York,Take-off run,,True,False,"DURING T/O ROLL, CAPT NOTICED A SMALL BIRD SITTING ON RWY C/L. WHEN BIRD NOTICED A/C, FEMALE KESTREL TOOK OFF AND WAS LEVEL WITH RT WING. REMAINS COLLECTED AND PHOTOS TAKEN OF WING. NO DMG. A/C DEPARTED LATER IN THE DAY.",Small,Some Cloud,American kestrel,Y,0,0.0,0,No
307445,Airplane,MINETA SAN JOSE INTL,< 1000 ft,B-737-700,1,1,Other,2010-10-17,No damage,2,SOUTHWEST AIRLINES,California,Landing Roll,,True,False,SWA FLT CREW REPORTED INGESTING A RED-TAILED HAWK UPON LANDING 30L. ARPT OPS INSPECTED RWY AND REMOVED ALL BIRD REMAINS. NO ENG DMG. (DATA ENTRY NOTE: TWO OTHER REPORTS SHOW FINAL APCH AT 300' WHICH WOULD BE A MILE AWAY),Medium,Overcast,Red-tailed hawk,N,0,0.0,0,Yes
317661,Airplane,KALAELOA ARPT JOHN RODGERS FIELD,< 1000 ft,LOCKHEED C-130,1,1,Precautionary Landing,2010-10-19,No damage,4,GOVERNMENT,Hawaii,Take-off run,,True,False,"# HIT NOT REPTD, ASSUME 1. NO DMG.",Small,Some Cloud,Zebra dove,N,0,0.0,0,No
307460,Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,A-320,1,1,Aborted Take-off,2010-10-21,No damage,2,JETBLUE AIRWAYS,DC,Take-off run,,True,False,NO APPARENT DAMAGE TO A/C. BIRD TAKEN TO WILDLIFE CENTER AND RECOVERED. 8.6LB MATURE MALE. ATIS WARNING. RWY OPEN AGAIN AT 2100.,Large,No Cloud,Bald eagle,Y,0,0.0,0,No
307724,Airplane,TRACY MUNICIPAL ARPT,< 1000 ft,C-152,1,1,Precautionary Landing,2010-10-25,Caused damage,1,PRIVATELY OWNED,California,Climb,,False,False,HIT L WING LEADING EDGE ABOVE PITOT TUBE. PUSHED IN A BIT. REPLACING SKIN SECTION SINCE IT CAUGHT A RIB AND PATCHING ACROSS THE RIB WOULD BE DIFFICULT OR PROHIBITIVE.,Medium,No Cloud,Unknown bird - medium,Y,7290,1000.0,0,No
307722,Airplane,MC CLELLAN AIRFIELD,< 1000 ft,LOCKHEED C-130,1,1,Aborted Take-off,2010-10-26,No damage,4,GOVERNMENT,California,Take-off run,,False,False,1,Small,No Cloud,Unknown bird - small,N,0,0.0,0,No
307504,Airplane,MC ALLEN MILLER INTL,> 1000 ft,MD-82,1,1,Precautionary Landing,2010-10-26,Caused damage,2,AMERICAN AIRLINES,Texas,Climb,,True,False,LEFT LEADING EDGE OF FLAP NEAR WING ROOT WAS STRUCK. SHALLOW DENT. BIRD THEN PARTIALLY INGESTED. SOME OF THE CARCASS BECAME STUCK IN THE COMPRESSION BLADES OF THE ENG.,Large,No Cloud,Turkey vulture,N,0,4000.0,0,No
307527,Airplane,KODIAK AIRPORT,< 1000 ft,DHC8 DASH 8,1,1,Other,2010-10-28,Caused damage,2,ERA AVIATION,Alaska,Landing Roll,,False,False,HIT BIRD ON LANDING ROLLOUT APPROX 2000' FROM APCH END OF RWY 25. APPEARS TO BE AN IMMATURE PEREGRINE FALCON. DMG TO WINDHSLD WIPER BLADE. IT'S WIND WAS TRAPPED IN THE WIPER ARM WITH REST OF CARCASS ON RWY.,Medium,Overcast,Peregrine falcon,N,0,0.0,0,No
307686,Airplane,CHICAGO MIDWAY INTL ARPT,> 1000 ft,B-737-700,1,1,Precautionary Landing,2010-10-28,Caused damage,2,SOUTHWEST AIRLINES,Illinois,Climb,,False,False,"EXTREMELY LOUD IMPACT NOISE, ACTUALLY CREATED A CONCUSSION IN COCKPIT. DIVERTED TO KANSAS CITY FOR INSPN. DEST WAS KSFO COCKPIT WINDOW WAS STRUCK. MX FOUND A DENT THAT WAS WITHIN LIMITS. MINOR DMG.",Large,No Cloud,Unknown bird - large,Y,0,3000.0,0,Yes
307539,Airplane,DALLAS/FORT WORTH INTL ARPT,> 1000 ft,MD-82,1,1,Precautionary Landing,2010-10-29,Caused damage,2,AMERICAN AIRLINES,Texas,Climb,,True,False,"A/C TOOK OFF FROM 17R AT 0849 AND LANDED 17C AT 0901 HRS. REMAINS REMOVED FROM INSIDE RADOME WHICH WAS DAMAGED. A/C WAS 4 MILES OUT OVER ARLINGTON, TX",Medium,No Cloud,Lesser scaup,Y,0,4700.0,0,No
307537,Airplane,OPA-LOCKA EXECUTIVE ARPT,< 1000 ft,C-172,1,1,Precautionary Landing,2010-10-29,Caused damage,1,BUSINESS,Florida,Climb,,True,True,"ID BY SMITHSONIAN. ACCORDING TO CAPT, HE WAS ON TAKE OFF RUN WHEN THE STRIKE OCCURRED. HE WAS ABLE TO LAND AND TAXIED TO WYMAN AVIATION AT OPF. WING LEADING EDGE WAS DENTED AND REPAIRS WERE NEEDED BEFORE A/C COULD BE USED.",Large,No Cloud,Osprey,Y,5134,100.0,0,No
307559,Airplane,LOGAN INTL,< 1000 ft,CL-RJ100/200,1,1,Aborted Take-off,2010-10-31,No damage,2,AIR CANADA JAZZ,Massachusetts,Take-off run,,True,False,PILOT SAW BIRD THEN HEARD A THUMP ON T/O RUN. ABORTED T/O. WILDLIFE TECH RESPONDED WITH ARPT OPS TO FIND AN INJURED PEREGRINE FALCON IN THE GRASS NEAR RWY 22R. BIRD WAS PLACED IN A CAGE AND TURNED OVER TO MASS.  AUDUBON AND IS IN RECOVERY. NO DMG TO A/C.,Medium,Some Cloud,Peregrine falcon,Y,0,0.0,0,No
308487,Airplane,NORFOLK INTL,< 1000 ft,B-737-400,1,1,Precautionary Landing,2010-11-01,Caused damage,2,US AIRWAYS,Virginia,Climb,,True,True,ID BY SMITHSONIAN. A/C HIT BIRD DURING TAKE OF CLIMB. PILOT REPTD ENG VIBRATION AND MADE A PREC LDG AT ORF ABOUT 8 MINUTES AFTER DEPARTURE. AT LEAST 4 DAMAGED FAN BLADES. TWO AREAS HAD DEFOREMED BLADES WHICH WOULD INDICATE 2 BIRDS WERE INGESTED. BOOSTER W,Large,No Cloud,Common loon,N,0,1000.0,0,Yes
308949,Airplane,CROOKSTON MUNI ARPT-KIRKWOOD FIELD,> 1000 ft,C-172,1,1,Precautionary Landing,2010-11-03,Caused damage,1,GOVERNMENT,Minnesota,Descent,,False,False,A/C SKIN CRACKED 1 FT INBOARD OF RT WING STRUT ATTACH PT. LOCATION REPTD AS 5NM S KCKN. DESCENDING FOR TRAFFIC PATTERN.,Small,No Cloud,Unknown bird - small,N,0,1800.0,0,No
308512,Airplane,MC CLELLAN AIRFIELD,< 1000 ft,LOCKHEED C-130,1,1,Other,2010-11-10,No damage,4,GOVERNMENT,California,Approach,,False,False,SUSPECTED BIRDSTRIKE. POST FLT INSPN FOUND NO REMAINS OR DMG. THEY WERE DOING TOUCH AND GO APPROACHES. ENG = ALLISON T56-A-15,Small,Some Cloud,Unknown bird - small,N,0,500.0,0,No
309059,Airplane,MINETA SAN JOSE INTL,< 1000 ft,DHC8 DASH 8,1,1,Aborted Take-off,2010-11-10,No damage,2,HORIZON AIR,California,Take-off run,,True,False,"STRUCK RED-TAILED HAWK DURING T/O ROLL, RWY 30R/TWY CHARLIE. A/C ABORTED T/O AND RETURNED TO GATE. DEPARTED WITH 1.5 HR DELAY.",Medium,No Cloud,Red-tailed hawk,N,0,0.0,0,No
309166,Airplane,MINETA SAN JOSE INTL,< 1000 ft,B-737-800,1,1,Precautionary Landing,2010-11-26,Caused damage,2,CONTINENTAL AIRLINES,California,Take-off run,,True,True,ID BY SMITHSONIAN. BIRDSTRIKE BROKE OFF LT SIDE ANGLE OF ATTACK SENSOR ON LT SIDE OF A/C NOSE.,Medium,Overcast,Red-tailed hawk,Y,0,0.0,0,Yes
309497,Airplane,PORTLAND INTL (OR),< 1000 ft,BE-90  KING,1,1,Other,2010-12-04,No damage,2,BUSINESS,Oregon,Climb,,True,False,"GULL WENT OVER THE COCKPIT, STRUCK TOP OF FUSELAGE. GULL STRIKE WAS AT ROTATION JUST ABOVE GRND LEVEL. LOWERED NOSE SLIGHTLY TO PASS UNDER BIRD. REPTD STRIKE TO TOWER. AFTER INSPN OF A/C NOTICED BLOOD ON COM 1 ANTENNA AND BASE OF VERT STABILIZER. REPTD ST",Large,Some Cloud,Glaucous gull,Y,0,80.0,0,No
309340,Airplane,ST. LUCIE COUNTY INTL ARPT,< 1000 ft,PA-28,1,1,Aborted Take-off,2010-12-11,No damage,1,BUSINESS,Florida,Take-off run,,False,False,NO DMG.,Small,No Cloud,Unknown bird - small,Y,0,0.0,0,No
309392,Airplane,PHILADELPHIA INTL,< 1000 ft,A-330,1,1,Precautionary Landing,2010-12-21,Caused damage,2,US AIRWAYS,Pennsylvania,Climb,,False,False,"DURING ROTATION, CREW SAW A RATHER LARGE WHITE BIRD, APPEARED TO BE A GULL, GO BY COCKPIT THEN #1 ENG BEGAN TO VIBRATE. A/C RETURNED TO  PHL. FOUND SEVERAL BENT FAN BLADES CONFIRMING BIRDSTRIKE.",Medium,Some Cloud,Unknown bird - medium,N,0,10.0,0,No
309539,Airplane,NORFOLK INTL,< 1000 ft,DHC8 DASH 8,1,1,Aborted Take-off,2010-12-22,No damage,2,PIEDMONT AIRLINES,Virginia,Take-off run,,True,False,"A/C BEGINNING T/O ROLL WHEN A GULL FLEW INTO PROP. NO DMG NOTED ON A/C. HOWEVER, MX GOING TO VERIFY THAT PLANE WAS UNDMGD. PILOT STATED HE WAS GOING AROUND 20 KNOTS WHEN HE STRUCK THE GULL. ALL INFO OBTAINED FOR THIS REPT CAME FROM PILOT.",Medium,Some Cloud,Ring-billed gull,N,0,0.0,0,No
309211,Airplane,SACRAMENTO INTL,> 1000 ft,B-737-700,1,1,Precautionary Landing,2010-12-27,Caused damage,2,ALASKA AIRLINES,California,Climb,,True,True,ID BY SMITHSONIAN. A/C RETD TO ARPT ON ALERT 2. WENT THRU A FLOCK OF BIRDS. ENG  VIBRATION. SUBSTANTIAL DMG FOUND . FLT CANCELLED. PAX TAKEN TO HOTELS AND REBOOKED ON FLTS THE NEXT DAY. 130 PAX REPTD. DAILY REPT FROM TWR INDICATED NO REPORTED DMG. CORE IN,Medium,No Cloud,Northern shoveler,Y,0,3000.0,0,Yes
310904,Airplane,COLUMBIA GORGE REGIONAL ARPT,< 1000 ft,RKWLTRBO 690,1,1,Other,2011-01-12,No damage,2,UNKNOWN,Oregon,Taxi,,False,False,"A/C WAS HOLDING SHORT OF RWY WHILE PILOT PERFORMED FINAL CHECKS BEFORE T/O. PHEASANT FLEW UP INTO THE RT ENG PROPELLER AND WAS KILLED. REMAINS ON PROP, ENG NACELLE, FUSELAGE, AND UPPER WING SURFACE. ENG RPM FLUCTUATED BUT CONTD RUNNING NORMALLY AFTERWARD.",Medium,Some Cloud,Ring-necked pheasant,N,2500,0.0,0,No
309921,Airplane,MORRISTOWN MUNICIPAL ARPT,> 1000 ft,DA-900,1,1,Precautionary Landing,2011-01-20,Caused damage,3,BUSINESS,New Jersey,Climb,,False,False,"TOOK OFF RWY 23, STRUCK BIRD 1/2 -1 MILE FROM ARPT AT 2000 FT, CIRCLED AND LANDED. DMG TO LT HORIZONTAL STABILIZER.",Medium,Overcast,Unknown bird - medium,Y,0,2000.0,0,No
309938,Airplane,MINETA SAN JOSE INTL,< 1000 ft,DHC8 DASH 8,1,1,Precautionary Landing,2011-01-25,No damage,2,HORIZON AIR,California,Climb,,True,False,FLT CREW REPTD HAWK WENT THRU ONE OF THE PROP BLADES AT APPROX 200 FT WHILE THEY CLIMBED OUT. ARPT OPS REMVD A DEAD HAWK FROM 30R AT TWY ECHO. SCHED SJC-MMH-LAX. DIVERTED TO LAX FOR MX CK.,Medium,No Cloud,Red-tailed hawk,Y,0,200.0,0,No
309841,Airplane,KISSIMMEE GATEWAY ARPT,< 1000 ft,PA-28,1,1,Other,2011-01-28,Caused damage,1,BUSINESS,Florida,Climb,,True,False,"STRUCK OAT PROBE (PROBE MOUNTED IN WINDSHIELD), MINOR DMG.",Large,No Cloud,Turkey vulture,Y,0,100.0,0,No
310122,Airplane,GRAND FORKS INTL,< 1000 ft,C-172,1,1,Precautionary Landing,2011-02-10,Caused damage,1,BUSINESS,North Dakota,Climb,,False,False,SLIGHT DENT LT WING. LOCATION REPTD AS .2 DME.,Small,No Cloud,Unknown bird - small,N,0,500.0,0,No
310132,Airplane,CHICAGO MIDWAY INTL ARPT,< 1000 ft,GULFAERO IV,1,1,Precautionary Landing,2011-02-10,Caused damage,2,BUSINESS,Illinois,Climb,,True,False,DMG REPTD TO SWITCH PANEL OVER WINDSHIELD. SOME SWITCHES POPPED OUT.,Large,No Cloud,Canada goose,Y,0,900.0,0,No
310156,Airplane,AUSTIN-BERGSTROM INTL,< 1000 ft,B-737-300,1,1,Other,2011-02-14,No damage,2,SOUTHWEST AIRLINES,Texas,Approach,,False,False,INGESTED BIRD INTO #2 ENG. AIRSIDE OPS NOT NOTIFIED. 45 MINUTE FLT DELAY. NO DMG.,Medium,Some Cloud,Unknown bird - medium,Y,0,10.0,0,Yes
309956,Airplane,DENVER INTL AIRPORT,< 1000 ft,A-318,1,1,Engine Shut Down,2011-02-14,No damage,2,FRONTIER AIRLINES,Colorado,Climb,,True,True,ID BY SMITHSONIAN. STRIKE OFF NORTH END OF RWY. OVER TEMPED ENG SHUT DOWN. WE WERE JUST ROLLING WINGS LEVEL OUT OF A TURN AT ABOUT 800' AGL WHEN WE SPOTTED GEESE RIGHT IN FRONT OF US. WE TRIED TO CLIMB QUICKER BUT HIT AND INGESTED 1. SHUT DOWN #1 ENG AND,Medium,No Cloud,Mallard,Y,0,800.0,0,No
310175,Airplane,ST. PETERSBURG/CLEARWATER INTL,< 1000 ft,LOCKHEED C-130,1,1,Aborted Take-off,2011-02-15,No damage,4,GOVERNMENT,Florida,Take-off run,,False,False,NO DMG REPTD.,Small,No Cloud,Unknown bird - small,N,0,0.0,0,No
310072,Airplane,MC CLELLAN AIRFIELD,< 1000 ft,LOCKHEED P3,1,1,Aborted Take-off,2011-02-20,No damage,4,BUSINESS,California,Take-off run,,False,False,ABOVE CENTER WINDOW OF COCKPIT.,Medium,No Cloud,Unknown bird - medium,N,0,0.0,0,No
310210,Airplane,SALT LAKE CITY INTL,< 1000 ft,CL-RJ100/200,1,1,Precautionary Landing,2011-02-25,No damage,2,SKYWEST AIRLINES,Utah,Climb,,True,False,BIRD STRUCK WINDSCREEN. RETURNED BACK TO GATE.,Small,Overcast,Horned lark,Y,0,200.0,0,No
310225,Airplane,HEMET-RYAN ARPT,< 1000 ft,C-172,1,1,Precautionary Landing,2011-02-28,No damage,1,BUSINESS,California,Approach,,False,False,"SMALL BIRD, APPROX 2 LBS. NO DMG OR REMAINS FOUND. LOCATION REPTD AS 1/4 NM FINAL APRCH LEG.",Small,No Cloud,Unknown bird - small,N,0,250.0,0,No
310594,Airplane,CHICAGO MIDWAY INTL ARPT,< 1000 ft,B-737-700,1,1,Precautionary Landing,2011-03-07,Caused damage,2,SOUTHWEST AIRLINES,Illinois,Climb,,True,True,ID BY SMITHSONIAN. ENG IDG COOLER REPLACED DUE TO BIRD DMG. NO OTHER INTERNAL DMG FOUND.,Medium,Overcast,Red-tailed hawk,Y,0,10.0,0,Yes
310622,Airplane,ST. PETERSBURG/CLEARWATER INTL,< 1000 ft,C-172,1,1,Precautionary Landing,2011-03-12,No damage,1,BUSINESS,Florida,Approach,,False,False,A/C IN VFR PATTERN FOR RWY 4 AND ENCOUNTERED BIRDSTRIKE ON RT DOWNWIND.,Small,No Cloud,Unknown bird - small,N,0,800.0,0,No
310266,Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,EMB-145,1,1,Precautionary Landing,2011-03-12,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,Climb,,True,True,"ID BY SMITHSONIAN. TWO REPORTS, ONE SHOWED #1 ENG, OTHER SHOWED #2 ENG.",Medium,Some Cloud,Bufflehead,Y,0,450.0,0,No
310280,Airplane,LOUISVILLE INTL ARPT,< 1000 ft,A-300,1,1,Precautionary Landing,2011-03-15,No damage,2,UPS AIRLINES,Kentucky,Climb,Rain,True,True,"ID BY SMITHSONIAN. ALTITUDE ESTIMATED FROM CREW COMMENT THAT STRIKE OCCURRED DURING GEAR RETRACTION. FEATHERS COLLECTED AND SENT TO P&W FLIGHT SAFETY. WILL BE FORWARDED TO SMITHSONIAN. PILOT REPTD HEARING A LOUD BANG IN THE COCKPIT, WHICH TWR ALSO HEARD.",Small,Overcast,Wilson's snipe,N,0,400.0,0,No
310270,Airplane,LOS ANGELES INTL,< 1000 ft,A-320,1,1,Engine Shut Down,2011-03-15,Caused damage,2,AIR CANADA,California,Climb,,True,True,ID BY SMITHSONIAN. PILOT REPTD INGESTING BIRD AT ABOUT 400 FT RIGHT AFTER T/O BUT DID NOT SEE THE BIRD. PASSENGERS SAW FLAMES COMING FROM #1 ENG. PILOT SAID THE ENG STALLED OUT AND HE COULD SMELL SMOKE.  AIRLINE REPORT  SAID THAT BOTH ENGINES WERE SHUT DO,Medium,Overcast,Western gull,N,1000000,400.0,0,No
310275,Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,B-757-300,1,1,Aborted Take-off,2011-03-16,Caused damage,2,DELTA AIR LINES,Florida,Take-off run,,True,True,ID BY SMITHSONIAN. DAL CREW REPTD STRIKING A LRG BIRD ON T/O RUN. A/C EXITED THE RWY AT TWY F3 AND CONTD TO GATE C2. PILOT STATED IT MAY HAVE BEEN A GREAT BLUE HERON. SEVER DMG TO 6 FAN BLADES ON #1 ENG. FLT CANCELLED. ARPT OPS CONDUCTED RWY INSPN AND FOU,Large,Some Cloud,Sandhill crane,Y,0,0.0,0,Yes
310309,Airplane,BALTIMORE WASH INTL,< 1000 ft,BE-400 BJET,1,1,Precautionary Landing,2011-03-16,Caused damage,2,BUSINESS,Maryland,Take-off run,,True,True,ID BY SMITHSONIAN. PILOTS THOUGHT BIRD WAS A STARLING. DMG TO 1 FAN BLADE REPTD. FEATHERS COLLECTED FROM ENG. THEY REPLACED 2 FAN BLADES. BORESCOPE REVEALED BIRD DID NOT GO THRU THE CORE. FAN WAS REMOVED AND SENT OUT FOR REPAIR AND BALANCING. BIRD ID WAS,Small,Some Cloud,American kestrel,Y,0,0.0,0,No
310278,Airplane,JOE FOSS FIELD ARPT,< 1000 ft,BE-200 KING,1,1,Precautionary Landing,2011-03-16,Caused damage,2,BUSINESS,South Dakota,Climb,,True,True,"ID BY SMITHSONIAN, FAA 5609. WHOLE FEATHER. LESS THAN A MINUTE AFTER DEPARTURE, BIRD HIT DORSAL FIND CAUSED DAMAGE. A/C WILL BE OUT OF SERVICE UNTIL IT IS REPLACED. PHOTOS. NO PATIENT ON BOARD.",Large,No Cloud,Canada goose,N,60000,800.0,0,No
311281,Airplane,LAKE IN THE HILLS,< 1000 ft,BELLANCA 1730,1,1,Other,2011-04-05,Caused damage,1,PRIVATELY OWNED,Illinois,Approach,,False,False,PAINT CRACKED/PEELED OFF OUTBOARD EDGE OF RT MAIN GEAR DOOR. NO APPARENT FIBERGLASS DMG.,Large,Some Cloud,Canada goose,N,500,6.0,0,No
310917,Airplane,PORTLAND INTL (OR),< 1000 ft,CL-RJ700,1,1,Precautionary Landing,2011-04-06,No damage,2,SKYWEST AIRLINES,Oregon,Take-off run,,True,True,ID BY SMITHSONIAN. PILOT REPTD HITTING A GULL AT ROTATION. RETD TO LAND. SMELL IN CABIN. REMAINS FOUND IN #1 ENG. DMG COSTS AND CANCELLED FLT COST PENDING. SAME A/C HAD A STRIKE 1 HR EARLIER,Medium,Overcast,California gull,Y,0,0.0,0,No
311366,Airplane,MINETA SAN JOSE INTL,< 1000 ft,CITATION X,1,1,Aborted Take-off,2011-04-08,No damage,2,BUSINESS,California,Take-off run,,True,True,ID BY SMITHSONIAN. UNKNOWN COSTS/HRS OUT OF SERV FOR INSPN PER COMPANY POLICY.,Large,Some Cloud,Turkey vulture,Y,0,0.0,0,No
310932,Airplane,SACRAMENTO INTL,< 1000 ft,B-737-800,1,1,Precautionary Landing,2011-04-09,Caused damage,2,ALASKA AIRLINES,California,Climb,,True,True,ID BY SMITHSONIAN. INGESTED BIRD INTO LEFT ENG. RETD TO LAND DUE TO ENG VIBRATION. PAX WERE PUT ON DIFFERENT A/C. FLT DELAY OF ABOUT 3 HRS. DMG TO STRUT FAIRING BEHIND THE FAN IN BYPASS SECTION. MINOR EVENT. FAIRING WAS REPLACED.,Medium,No Cloud,Red-tailed hawk,Y,0,100.0,0,Yes
311133,Airplane,CHICAGO MIDWAY INTL ARPT,< 1000 ft,C-560,1,1,Aborted Take-off,2011-04-09,No damage,2,EXECUTIVE JET MGMNT,Illinois,Take-off run,,False,False,PILOT ABORTED T/O DUE TO POSSIBLE BIRDSTRIKE. DEPARTED RWY 4R W/O INCIDENT. OPS ID'D BIRD. HIT LT MAIN LANDING GEAR DOOR.,Medium,Overcast,Ring-billed gull,Y,0,0.0,0,No
311428,Airplane,ROBT L BRADSHAW INTL,< 1000 ft,B-737-800,1,1,Other,2011-04-11,No damage,2,AMERICAN AIRLINES,,Landing Roll,,True,False,BIRD REPTD AS MED SIZED WATERFOWL. BORESCOPE FOUND NO DMG. FLT CANCELLED. REMAINS ON CORE AND BYPASS SECTION OF #2 ENG. FATAL INJURIES TO BIRD.,Medium,No Cloud,Unknown bird - medium,N,28140,0.0,0,Yes
311472,Airplane,RICHMOND INTL,< 1000 ft,EMB-145,1,1,Aborted Take-off,2011-04-14,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Virginia,Take-off run,,True,False,ATIS WARNING.  FLT RETURNED TO GATE. PILOT STATED NO DMG TO A/C.,Small,No Cloud,American kestrel,Y,0,0.0,0,No
311511,Airplane,PHOENIX SKY HARBOR,> 1000 ft,A-319,1,1,Precautionary Landing,2011-04-15,No damage,2,US AIRWAYS,Arizona,Climb,,False,False,RETURNED TO FLD.,Large,No Cloud,Unknown bird - large,N,0,5500.0,0,No
310973,Airplane,ORLANDO INTL,> 1000 ft,A-321,1,1,Precautionary Landing,2011-04-18,Caused damage,2,US AIRWAYS,Florida,Climb,,True,True,ID BY SMITHSONIAN. CRACKED WINDSHLD.,Large,Some Cloud,Black vulture,N,0,1800.0,0,No
310993,Airplane,ORLANDO SANFORD INTL AIRPORT,< 1000 ft,B-767-300,1,1,Precautionary Landing,2011-04-20,Caused damage,2,THOMSONFLY,Florida,Climb,,True,True,ID BY SMITHSONIAN. OCCURRED ON ROTATION. CREW LEVELED OFF AT 3000' AND RETD TO LAND ABOUT 20 MINS LATER. REMAINS WERE FOUND ON RWY. ENG WAS DAMAGED BUT DID NOT QUT WORKING AND WAS NOT SHUT DOWN. PAX WERE TAKEN TO HOTELS. PAX REPTD A LOUD BANG AND SMELL OF,Large,Some Cloud,Bald eagle,Y,4570000,10.0,0,Yes
310999,Airplane,ORLANDO SANFORD INTL AIRPORT,< 1000 ft,MD-83,1,1,Precautionary Landing,2011-04-23,No damage,2,ALLEGIANT AIR,Florida,Climb,,True,True,ID BY SMITHSONIAN. NO REMAINS FOUND ON AIRFIELD. SNARGE FOUND ON LEADING EDGE OF RT WING AND ENG COWL. NO DMG NOTED. PILOT REPTD LRG BLACK BIRD.,Large,Some Cloud,Black vulture,Y,0,1000.0,0,No
311007,Airplane,SALT LAKE CITY INTL,< 1000 ft,A-319,1,1,Other,2011-04-25,No damage,2,DELTA AIR LINES,Utah,Approach,,True,False,BIRDSTRIKE ON FINAL APCH. BIRD TRIED TO DIVE OUT OF THE WAY. FOUL ODOR NOTED. FEATHERS/REMAINS ON FAN BLADES. BORESCOPE INSPN FOUND NO DMG. SAFE LANDING.,Medium,Some Cloud,Swainson's hawk,Y,0,1000.0,0,No
